Timestamp,Driver,Scuderia,Track_Temperature,Speed,Anno,Circuito,Giri_Totali,Lunghezza_Circuito,Posizione,Giro_in_Corso,Distanza_dal_precedente,Distanza_dal_successivo,Metri_Percorsi,Percentuale_Completamento_Giro,Tempo_Trascorso_Dal_Giro,Temperatura_Esterna,Pioggia,Tipo_Gomma
0 days 00:04:09.500000,HAM,Mercedes,48.3,263,2023,Monaco,78,3337,5.0,1.0,-83.9944444444427,-45.84222222222343,9894.18444444444,96.49938401092118,00:00,25.8,0,MEDIUM
0 days 00:04:10,HAM,Mercedes,48.3,267,2023,Monaco,78,3337,5.0,1.0,-78.74999999999818,-45.508888888891306,9926.817777777773,97.47730829420955,00:00,25.8,0,MEDIUM
0 days 00:04:10.500000,HAM,Mercedes,48.3,256,2023,Monaco,78,3337,5.0,1.0,-70.03888888888832,-43.26444444444496,9958.30666666666,98.42093696933354,00:00,25.8,0,MEDIUM
0 days 00:04:11,HAM,Mercedes,48.3,222,2023,Monaco,78,3337,5.0,1.0,-48.03888888888832,-37.575555555555184,10007.984444444437,99.90963273732206,00:00,25.8,0,MEDIUM
0 days 00:04:11.500000,HAM,Mercedes,48.3,182,2023,Monaco,78,3337,5.0,1.0,-38.71444444444387,-34.10444444444147,10030.956111111103,0.5980255052772965,00:00,25.8,0,MEDIUM
0 days 00:04:12,HAM,Mercedes,48.3,148,2023,Monaco,78,3337,5.0,1.0,-33.42555555555555,-30.504444444441106,10048.111666666657,1.11212666067296,00:00,25.8,0,MEDIUM
0 days 00:04:12.500000,HAM,Mercedes,48.3,109,2023,Monaco,78,3337,5.0,1.0,-30.403333333335468,-26.382222222218843,10071.911666666656,1.8253421236636485,00:00,25.8,0,MEDIUM
0 days 00:04:13,HAM,Mercedes,48.3,102,2023,Monaco,78,3337,5.0,1.0,-31.0366666666705,-25.571111111106802,10082.333888888877,2.1376652349079257,00:00,25.8,0,MEDIUM
0 days 00:04:13.500000,HAM,Mercedes,48.3,100,2023,Monaco,78,3337,5.0,1.0,-36.17000000000189,-25.45999999999549,10100.04499999999,2.668414743781515,00:00,25.8,0,MEDIUM
0 days 00:04:14,HAM,Mercedes,48.3,104,2023,Monaco,78,3337,5.0,1.0,-39.825555555557,-26.159999999996217,10108.133888888879,2.9108147704188965,00:00,25.8,0,MEDIUM
0 days 00:04:14.500000,HAM,Mercedes,48.3,119,2023,Monaco,78,3337,5.0,1.0,-47.825555555557,-28.504444444439287,10124.722777777768,3.4079346052672452,00:00,25.8,0,MEDIUM
0 days 00:04:15,HAM,Mercedes,48.3,136,2023,Monaco,78,3337,5.0,1.0,-54.54777777777963,-31.071111111106802,10141.34499999999,3.906053341324251,00:00,25.8,0,MEDIUM
0 days 00:04:15.500000,HAM,Mercedes,48.3,159,2023,Monaco,78,3337,5.0,1.0,-60.76083333333372,-34.87888888888665,10162.055833333325,4.5266956348014595,00:00,25.8,0,MEDIUM
0 days 00:04:16,HAM,Mercedes,48.3,182,2023,Monaco,78,3337,5.0,1.0,-67.36083333333409,-38.75666666666439,10191.41138888888,5.4063946325705885,00:00,25.8,0,MEDIUM
0 days 00:04:16.500000,HAM,Mercedes,48.3,199,2023,Monaco,78,3337,5.0,1.0,-72.5386111111111,-41.15666666666402,10221.655833333323,6.312730995904204,00:00,25.8,0,MEDIUM
0 days 00:04:17,HAM,Mercedes,48.3,210,2023,Monaco,78,3337,5.0,1.0,-76.2163888888881,-43.01222222222168,10246.966944444435,7.071229980354668,00:00,25.8,0,MEDIUM
0 days 00:04:17.500000,HAM,Mercedes,48.3,224,2023,Monaco,78,3337,5.0,1.0,-80.54972222222386,-44.956666666665114,10283.578055555547,8.168356474544398,00:00,25.8,0,MEDIUM
0 days 00:04:18,HAM,Mercedes,48.3,236,2023,Monaco,78,3337,5.0,1.0,-83.74972222222277,-46.22333333333336,10319.755833333325,9.25249725302144,00:00,25.8,0,MEDIUM
0 days 00:04:18.500000,HAM,Mercedes,48.3,240,2023,Monaco,78,3337,5.0,1.0,-85.34472222222212,-46.843611111111386,10341.022499999994,9.88979622415324,00:00,25.8,0,MEDIUM
0 days 00:04:19,HAM,Mercedes,48.3,249,2023,Monaco,78,3337,5.0,1.0,-87.76694444444547,-48.33249999999862,10382.255833333324,11.125437019278502,00:00,25.8,0,MEDIUM
0 days 00:04:19.500000,HAM,Mercedes,48.3,256,2023,Monaco,78,3337,5.0,1.0,-87.01138888888818,-48.66583333333256,10421.678055555547,12.306804182066136,00:00,25.8,0,MEDIUM
0 days 00:04:20,HAM,Mercedes,48.3,260,2023,Monaco,78,3337,5.0,1.0,-81.72249999999985,-49.032499999999345,10453.378055555546,13.256759231511714,00:00,25.8,0,MEDIUM
0 days 00:04:20.500000,HAM,Mercedes,48.3,263,2023,Monaco,78,3337,5.0,1.0,-72.5558333333338,-49.15472222222161,10485.52249999999,14.220032963739587,00:00,25.8,0,MEDIUM
0 days 00:04:21,HAM,Mercedes,48.3,234,2023,Monaco,78,3337,5.0,1.0,-59.666944444446926,-45.42138888888803,10528.722499999989,15.514608930176474,00:00,25.8,0,MEDIUM
0 days 00:04:21.500000,HAM,Mercedes,48.3,215,2023,Monaco,78,3337,5.0,1.0,-53.56694444444838,-42.16583333333074,10550.500277777766,16.16722438650783,00:00,25.8,0,MEDIUM
0 days 00:04:22,HAM,Mercedes,48.3,187,2023,Monaco,78,3337,5.0,1.0,-46.01777777778079,-38.8044444444422,10580.913055555546,17.078605200945333,00:00,25.8,0,MEDIUM
0 days 00:04:22.500000,HAM,Mercedes,48.3,172,2023,Monaco,78,3337,5.0,1.0,-41.72888888889065,-37.23777777777468,10602.546388888879,17.72689208537246,00:00,25.8,0,MEDIUM
0 days 00:04:23,HAM,Mercedes,48.3,157,2023,Monaco,78,3337,5.0,1.0,-38.86222222222568,-36.015555555550236,10629.257499999987,18.527344920586962,00:00,25.8,0,MEDIUM
0 days 00:04:23.500000,HAM,Mercedes,48.3,148,2023,Monaco,78,3337,5.0,1.0,-38.117777777782976,-35.42666666666082,10650.946388888877,19.177296640361906,00:00,25.8,0,MEDIUM
0 days 00:04:24,HAM,Mercedes,48.3,150,2023,Monaco,78,3337,5.0,1.0,-37.65111111111764,-35.89333333332797,10670.879722222207,19.774639563146764,00:00,25.8,0,MEDIUM
0 days 00:04:24.500000,HAM,Mercedes,48.3,153,2023,Monaco,78,3337,5.0,1.0,-36.117777777782976,-37.74888888888381,10692.89083333332,20.434247327938873,00:00,25.8,0,MEDIUM
0 days 00:04:25,HAM,Mercedes,48.3,152,2023,Monaco,78,3337,5.0,1.0,-32.01388888889596,-40.012222222216224,10718.27083333332,21.194810708220537,00:00,25.8,0,MEDIUM
0 days 00:04:25.500000,HAM,Mercedes,48.3,141,2023,Monaco,78,3337,5.0,1.0,-30.013888888895963,-39.45666666666148,10733.937499999985,21.664294276295635,00:00,25.8,0,MEDIUM
0 days 00:04:26,HAM,Mercedes,48.3,135,2023,Monaco,78,3337,5.0,1.0,-29.23611111111677,-38.21222222221695,10744.437499999987,21.97894815702689,00:00,25.8,0,MEDIUM
0 days 00:04:26.500000,HAM,Mercedes,48.3,122,2023,Monaco,78,3337,5.0,1.0,-29.791666666673336,-35.38999999999396,10763.859722222209,22.56097459461219,00:00,25.8,0,MEDIUM
0 days 00:04:27,HAM,Mercedes,48.3,122,2023,Monaco,78,3337,5.0,1.0,-31.59166666667261,-34.123333333329356,10777.348611111098,22.965196617054175,00:00,25.8,0,MEDIUM
0 days 00:04:27.500000,HAM,Mercedes,48.3,131,2023,Monaco,78,3337,5.0,1.0,-36.55833333333794,-34.967777777774245,10800.237499999987,23.65110878034122,00:00,25.8,0,MEDIUM
0 days 00:04:28,HAM,Mercedes,48.3,149,2023,Monaco,78,3337,5.0,1.0,-41.92500000000473,-37.8455555555538,10822.715277777765,24.32470116205468,00:00,25.8,0,MEDIUM
0 days 00:04:28.500000,HAM,Mercedes,48.3,161,2023,Monaco,78,3337,5.0,1.0,-47.234444444447945,-41.753055555554965,10846.015555555543,25.02294143109209,00:00,25.8,0,MEDIUM
0 days 00:04:29,HAM,Mercedes,48.3,186,2023,Monaco,78,3337,5.0,1.0,-48.034444444449036,-45.453055555553874,10864.615555555543,25.580328305530216,00:00,25.8,0,MEDIUM
0 days 00:04:29.500000,HAM,Mercedes,48.3,197,2023,Monaco,78,3337,5.0,1.0,-40.867777777782976,-49.88638888888818,10899.404444444432,26.622848200312603,00:00,25.8,0,MEDIUM
0 days 00:04:30,HAM,Mercedes,48.3,185,2023,Monaco,78,3337,5.0,1.0,-32.867777777782976,-49.33083333333343,10919.959999999986,27.2388372789927,00:00,25.8,0,MEDIUM
0 days 00:04:30.500000,HAM,Mercedes,48.3,152,2023,Monaco,78,3337,5.0,1.0,-25.29000000000633,-44.53083333333234,10939.648888888874,27.82885492624736,00:00,25.8,0,MEDIUM
0 days 00:04:31,HAM,Mercedes,48.3,114,2023,Monaco,78,3337,5.0,1.0,-18.878888888895744,-35.419722222221026,10960.248888888875,28.446175873205714,00:00,25.8,0,MEDIUM
0 days 00:04:31.500000,HAM,Mercedes,48.3,89,2023,Monaco,78,3337,5.0,1.0,-15.050277777785595,-28.928888888885922,10976.157499999985,28.922909799220403,00:00,25.8,0,MEDIUM
0 days 00:04:32,HAM,Mercedes,48.3,85,2023,Monaco,78,3337,5.0,1.0,-13.62805555556406,-27.239999999996144,10983.71305555554,29.149327406519017,00:00,25.8,0,MEDIUM
0 days 00:04:32.500000,HAM,Mercedes,48.3,76,2023,Monaco,78,3337,5.0,1.0,-12.928055555565152,-25.239999999996144,10994.91305555554,29.48495821263231,00:00,25.8,0,MEDIUM
0 days 00:04:33,HAM,Mercedes,48.3,69,2023,Monaco,78,3337,5.0,1.0,-15.105833333342161,-24.30666666666184,11005.957499999984,29.815927479771776,00:00,25.8,0,MEDIUM
0 days 00:04:33.500000,HAM,Mercedes,48.3,73,2023,Monaco,78,3337,5.0,1.0,-18.683611111118807,-24.46222222221877,11014.746388888874,30.079304431791254,00:00,25.8,0,MEDIUM
0 days 00:04:34,HAM,Mercedes,48.3,81,2023,Monaco,78,3337,5.0,1.0,-22.350277777784868,-25.79555555555271,11023.746388888874,30.34900775813228,00:00,25.8,0,MEDIUM
0 days 00:04:34.500000,HAM,Mercedes,48.3,99,2023,Monaco,78,3337,5.0,1.0,-27.2947222222283,-29.12888888888483,11039.579722222208,30.823485832250768,00:00,25.8,0,MEDIUM
0 days 00:04:35,HAM,Mercedes,48.3,124,2023,Monaco,78,3337,5.0,1.0,-24.766111111115606,-32.868333333330156,11058.37833333332,31.38682449305722,00:00,25.8,0,MEDIUM
0 days 00:04:35.500000,HAM,Mercedes,48.3,126,2023,Monaco,78,3337,5.0,1.0,-16.85500000000684,-35.4683333333287,11075.878333333318,31.911247627609157,00:00,25.8,0,MEDIUM
0 days 00:04:36,HAM,Mercedes,48.3,96,2023,Monaco,78,3337,5.0,1.0,-9.766111111119244,-32.26833333332979,11092.01166666665,32.394715812605654,00:00,25.8,0,MEDIUM
0 days 00:04:36.500000,HAM,Mercedes,48.3,82,2023,Monaco,78,3337,5.0,1.0,-6.66611111111888,-29.66833333332943,11100.211666666652,32.640445509938615,00:00,25.8,0,MEDIUM
0 days 00:04:37,HAM,Mercedes,48.3,57,2023,Monaco,78,3337,5.0,1.0,-3.7550000000082946,-25.82388888888636,11113.222777777763,33.03034994838965,00:00,25.8,0,MEDIUM
0 days 00:04:37.500000,HAM,Mercedes,48.3,52,2023,Monaco,78,3337,5.0,1.0,-2.977222222230921,-24.82388888888454,11119.00055555554,33.203492824559184,00:00,25.8,0,MEDIUM
0 days 00:04:38,HAM,Mercedes,48.3,51,2023,Monaco,78,3337,5.0,1.0,-2.6994444444517285,-24.546111111107166,11121.833888888874,33.28839942729619,00:00,25.8,0,MEDIUM
0 days 00:04:38.500000,HAM,Mercedes,48.3,45,2023,Monaco,78,3337,5.0,1.0,-4.91722222223143,-24.213055555550454,11132.154722222205,33.59768421403072,00:00,25.8,0,MEDIUM
0 days 00:04:39,HAM,Mercedes,48.3,46,2023,Monaco,78,3337,5.0,1.0,-6.550555555564642,-24.29083333332892,11135.732499999984,33.70489961042804,00:00,25.8,0,MEDIUM
0 days 00:04:39.500000,HAM,Mercedes,48.3,58,2023,Monaco,78,3337,5.0,1.0,-12.26166666667632,-26.390833333329283,11145.888055555539,34.00923151200296,00:00,25.8,0,MEDIUM
0 days 00:04:40,HAM,Mercedes,48.3,72,2023,Monaco,78,3337,5.0,1.0,-14.695000000008804,-28.801944444441688,11154.132499999983,34.256293077614124,00:00,25.8,0,MEDIUM
0 days 00:04:40.500000,HAM,Mercedes,48.3,86,2023,Monaco,78,3337,5.0,1.0,-14.58388888889749,-31.75749999999789,11164.099166666652,34.55496453900666,00:00,25.8,0,MEDIUM
0 days 00:04:41,HAM,Mercedes,48.3,87,2023,Monaco,78,3337,5.0,1.0,-12.317222222231067,-34.668611111108476,11179.043611111096,35.00280524756055,00:00,25.8,0,MEDIUM
0 days 00:04:41.500000,HAM,Mercedes,48.3,87,2023,Monaco,78,3337,5.0,1.0,-12.317222222231067,-34.668611111108476,11179.043611111096,35.00280524756055,00:00,25.8,0,MEDIUM
0 days 00:04:42,HAM,Mercedes,48.3,73,2023,Monaco,78,3337,5.0,1.0,-16.220833333343762,-32.56666666666388,11200.963888888873,35.65969100655897,00:00,25.8,0,MEDIUM
0 days 00:04:42.500000,HAM,Mercedes,48.3,79,2023,Monaco,78,3337,5.0,1.0,-19.820833333344126,-33.099999999996726,11211.497222222206,35.975343788498826,00:00,25.8,0,MEDIUM
0 days 00:04:43,HAM,Mercedes,48.3,87,2023,Monaco,78,3337,5.0,1.0,-21.654166666678066,-34.68888888888614,11222.13055555554,36.293993274064704,00:00,25.8,0,MEDIUM
0 days 00:04:43.500000,HAM,Mercedes,48.3,102,2023,Monaco,78,3337,5.0,1.0,-20.487500000012005,-37.73333333332994,11236.308333333316,36.71885925481918,00:00,25.8,0,MEDIUM
0 days 00:04:44,HAM,Mercedes,48.3,105,2023,Monaco,78,3337,5.0,1.0,-17.520833333346673,-40.455555555552564,11250.530555555539,37.145057103851926,00:00,25.8,0,MEDIUM
0 days 00:04:44.500000,HAM,Mercedes,48.3,92,2023,Monaco,78,3337,5.0,1.0,-15.89861111112441,-39.67777777777519,11262.163888888872,37.493673625677914,00:00,25.8,0,MEDIUM
0 days 00:04:45,HAM,Mercedes,48.3,83,2023,Monaco,78,3337,5.0,1.0,-15.298611111125865,-36.47777777777446,11273.36388888887,37.82930443179116,00:00,25.8,0,MEDIUM
0 days 00:04:45.500000,HAM,Mercedes,48.3,80,2023,Monaco,78,3337,5.0,1.0,-15.830277777791707,-35.237222222218406,11280.45277777776,38.041737422168424,00:00,25.8,0,MEDIUM
0 days 00:04:46,HAM,Mercedes,48.3,76,2023,Monaco,78,3337,5.0,1.0,-20.09694444445813,-33.53722222221768,11294.808333333316,38.47193087603584,00:00,25.8,0,MEDIUM
0 days 00:04:46.500000,HAM,Mercedes,48.3,94,2023,Monaco,78,3337,5.0,1.0,-26.241388888902293,-35.08166666666148,11310.741666666649,38.9494056537803,00:00,25.8,0,MEDIUM
0 days 00:04:47,HAM,Mercedes,48.3,105,2023,Monaco,78,3337,5.0,1.0,-30.063611111123464,-37.03722222221768,11320.074999999983,39.22909799220805,00:00,25.8,0,MEDIUM
0 days 00:04:47.500000,HAM,Mercedes,48.3,139,2023,Monaco,78,3337,5.0,1.0,-38.563611111121645,-43.17055555555453,11343.93055555554,39.9439782905466,00:00,25.8,0,MEDIUM
0 days 00:04:48,HAM,Mercedes,48.3,154,2023,Monaco,78,3337,5.0,1.0,-41.85250000001179,-46.9927777777757,11357.619444444428,40.35419372024058,00:00,25.8,0,MEDIUM
0 days 00:04:48.500000,HAM,Mercedes,48.3,183,2023,Monaco,78,3337,5.0,1.0,-48.39666666667836,-54.71583333333183,11390.230277777764,41.331443745213186,00:00,25.8,0,MEDIUM
0 days 00:04:49,HAM,Mercedes,48.3,197,2023,Monaco,78,3337,5.0,1.0,-51.596666666679084,-59.093611111111386,11413.841388888875,42.038998768021436,00:00,25.8,0,MEDIUM
0 days 00:04:49.500000,HAM,Mercedes,48.3,217,2023,Monaco,78,3337,5.0,1.0,-55.46333333334405,-64.09361111110957,11454.052499999983,43.24400659274748,00:00,25.8,0,MEDIUM
0 days 00:04:50,HAM,Mercedes,48.3,221,2023,Monaco,78,3337,5.0,1.0,-56.630000000010114,-65.3158333333322,11466.330277777764,43.61193520460787,00:00,25.8,0,MEDIUM
0 days 00:04:50.500000,HAM,Mercedes,48.3,234,2023,Monaco,78,3337,5.0,1.0,-59.763333333343326,-68.87138888888876,11507.48583333332,44.84524523024632,00:00,25.8,0,MEDIUM
0 days 00:04:51,HAM,Mercedes,48.3,242,2023,Monaco,78,3337,5.0,1.0,-61.474444444455,-70.62694444444242,11534.196944444428,45.64569806546082,00:00,25.8,0,MEDIUM
0 days 00:04:51.500000,HAM,Mercedes,48.3,250,2023,Monaco,78,3337,5.0,1.0,-63.83000000001084,-72.80472222222124,11578.241388888875,46.96557952918415,00:00,25.8,0,MEDIUM
0 days 00:04:52,HAM,Mercedes,48.3,253,2023,Monaco,78,3337,5.0,1.0,-65.60333333334529,-73.35888888888803,11606.282222222204,47.805880198447824,00:00,25.8,0,MEDIUM
0 days 00:04:52.500000,HAM,Mercedes,48.3,258,2023,Monaco,78,3337,5.0,1.0,-67.89222222223543,-73.79222222222052,11643.282222222206,48.91466054007209,00:00,25.8,0,MEDIUM
0 days 00:04:53,HAM,Mercedes,48.3,262,2023,Monaco,78,3337,5.0,1.0,-70.03666666668141,-74.10333333333256,11675.171111111094,49.870276029700165,00:00,25.8,0,MEDIUM
0 days 00:04:53.500000,HAM,Mercedes,48.3,268,2023,Monaco,78,3337,5.0,1.0,-71.95888888890295,-74.42555555555555,11707.793333333317,50.847867345918985,00:00,25.8,0,MEDIUM
0 days 00:04:54,HAM,Mercedes,48.3,273,2023,Monaco,78,3337,5.0,1.0,-71.69222222223652,-74.55888888888876,11744.193333333318,51.938667465787184,00:00,25.8,0,MEDIUM
0 days 00:04:54.500000,HAM,Mercedes,48.3,265,2023,Monaco,78,3337,5.0,1.0,-68.44777777779018,-73.1366666666654,11785.81555555554,53.18596210834703,00:00,25.8,0,MEDIUM
0 days 00:04:55,HAM,Mercedes,48.3,251,2023,Monaco,78,3337,5.0,1.0,-57.05638888890098,-68.46416666666664,11831.26527777776,54.5479555821924,00:00,25.8,0,MEDIUM
0 days 00:04:55.500000,HAM,Mercedes,48.3,221,2023,Monaco,78,3337,5.0,1.0,-49.45638888890062,-62.66416666666555,11853.36527777776,55.21022708354092,00:00,25.8,0,MEDIUM
0 days 00:04:56,HAM,Mercedes,48.3,170,2023,Monaco,78,3337,5.0,1.0,-35.378611111122154,-51.097499999998035,11888.198611111095,56.25407884660157,00:00,25.8,0,MEDIUM
0 days 00:04:56.500000,HAM,Mercedes,48.3,135,2023,Monaco,78,3337,5.0,1.0,-27.911944444455003,-44.430833333331975,11907.398611111095,56.829445942795786,00:00,25.8,0,MEDIUM
0 days 00:04:57,HAM,Mercedes,48.3,122,2023,Monaco,78,3337,5.0,1.0,-24.41194444445682,-41.47527777777577,11916.887499999983,57.113799820197265,00:00,25.8,0,MEDIUM
0 days 00:04:57.500000,HAM,Mercedes,48.3,95,2023,Monaco,78,3337,5.0,1.0,-20.034166666679084,-36.775277777776864,11931.465277777761,57.55065261545583,00:00,25.8,0,MEDIUM
0 days 00:04:58,HAM,Mercedes,48.3,81,2023,Monaco,78,3337,5.0,1.0,-15.978611111122518,-34.18638888888927,11947.598611111096,58.034120800452385,00:00,25.8,0,MEDIUM
0 days 00:04:58.500000,HAM,Mercedes,48.3,75,2023,Monaco,78,3337,5.0,1.0,-14.492777777788433,-33.365555555557876,11955.977777777764,58.285219591781946,00:00,25.8,0,MEDIUM
0 days 00:04:59,HAM,Mercedes,48.3,69,2023,Monaco,78,3337,5.0,1.0,-14.3816666666753,-32.82111111111408,11963.011111111098,58.49598774681145,00:00,25.8,0,MEDIUM
0 days 00:04:59.500000,HAM,Mercedes,48.3,64,2023,Monaco,78,3337,5.0,1.0,-17.115000000008877,-32.210000000000946,11972.34444444443,58.775680085239145,00:00,25.8,0,MEDIUM
0 days 00:05:00,HAM,Mercedes,48.3,70,2023,Monaco,78,3337,5.0,1.0,-25.54833333334136,-32.687777777780866,11985.499999999987,59.16991309559446,00:00,25.8,0,MEDIUM
0 days 00:05:00.500000,HAM,Mercedes,48.3,80,2023,Monaco,78,3337,5.0,1.0,-30.648333333341725,-34.28777777778123,11993.499999999987,59.40964938567538,00:00,25.8,0,MEDIUM
0 days 00:05:01,HAM,Mercedes,48.3,105,2023,Monaco,78,3337,5.0,1.0,-40.51500000000851,-38.51000000000204,12011.411111111098,59.946392301800955,00:00,25.8,0,MEDIUM
0 days 00:05:01.500000,HAM,Mercedes,48.3,122,2023,Monaco,78,3337,5.0,1.0,-45.829722222231794,-41.11722222222306,12023.644999999986,60.313005693736464,00:00,25.8,0,MEDIUM
0 days 00:05:02,HAM,Mercedes,48.3,145,2023,Monaco,78,3337,5.0,1.0,-52.45194444445224,-44.728333333334376,12043.88944444443,60.91967169446899,00:00,25.8,0,MEDIUM
0 days 00:05:02.500000,HAM,Mercedes,48.3,171,2023,Monaco,78,3337,5.0,1.0,-60.007500000006985,-48.45055555555882,12071.500555555544,61.74709486231775,00:00,25.8,0,MEDIUM
0 days 00:05:03,HAM,Mercedes,48.3,190,2023,Monaco,78,3337,5.0,1.0,-63.507500000006985,-50.66166666666868,12094.256111111099,62.42901142077012,00:00,25.8,0,MEDIUM
0 days 00:05:03.500000,HAM,Mercedes,48.3,200,2023,Monaco,78,3337,5.0,1.0,-61.06305555556355,-52.21722222222343,12116.47833333332,63.09494555988372,00:00,25.8,0,MEDIUM
0 days 00:05:04,HAM,Mercedes,48.3,211,2023,Monaco,78,3337,5.0,1.0,-54.76305555556428,-54.36166666666759,12142.133888888875,63.863766523490405,00:00,25.8,0,MEDIUM
0 days 00:05:04.500000,HAM,Mercedes,48.3,184,2023,Monaco,78,3337,5.0,1.0,-44.56305555556173,-50.26166666666904,12180.933888888878,65.02648753038291,00:00,25.8,0,MEDIUM
0 days 00:05:05,HAM,Mercedes,48.3,153,2023,Monaco,78,3337,5.0,1.0,-42.696388888893125,-45.36166666666941,12205.511666666656,65.76301068824262,00:00,25.8,0,MEDIUM
0 days 00:05:05.500000,HAM,Mercedes,48.3,146,2023,Monaco,78,3337,5.0,1.0,-44.628888888893925,-43.999166666668316,12226.736666666657,66.39906103286354,00:00,25.8,0,MEDIUM
0 days 00:05:06,HAM,Mercedes,48.3,149,2023,Monaco,78,3337,5.0,1.0,-48.39555555556035,-44.354722222224154,12244.781111111102,66.93979955382386,00:00,25.8,0,MEDIUM
0 days 00:05:06.500000,HAM,Mercedes,48.3,160,2023,Monaco,78,3337,5.0,1.0,-52.17333333333772,-45.96583333333547,12262.225555555546,67.46255785302804,00:00,25.8,0,MEDIUM
0 days 00:05:07,HAM,Mercedes,48.3,179,2023,Monaco,78,3337,5.0,1.0,-55.128888888893925,-49.54361111111393,12289.292222222213,68.27366563446849,00:00,25.8,0,MEDIUM
0 days 00:05:07.500000,HAM,Mercedes,48.3,193,2023,Monaco,78,3337,5.0,1.0,-55.073333333341,-52.15472222222343,12312.3811111111,68.96557120500752,00:00,25.8,0,MEDIUM
0 days 00:05:08,HAM,Mercedes,48.3,200,2023,Monaco,78,3337,5.0,1.0,-54.40500000000611,-53.71416666666846,12334.65888888888,69.63317017946899,00:00,25.8,0,MEDIUM
0 days 00:05:08.500000,HAM,Mercedes,48.3,195,2023,Monaco,78,3337,5.0,1.0,-55.11611111111779,-53.86972222222175,12365.392222222212,70.5541570938631,00:00,25.8,0,MEDIUM
0 days 00:05:09,HAM,Mercedes,48.3,197,2023,Monaco,78,3337,5.0,1.0,-57.671666666674355,-53.26972222222139,12393.736666666655,71.40355608830251,00:00,25.8,0,MEDIUM
0 days 00:05:09.500000,HAM,Mercedes,48.3,206,2023,Monaco,78,3337,5.0,1.0,-55.71611111111815,-54.29194444444511,12430.025555555547,72.49102653747518,00:00,25.8,0,MEDIUM
0 days 00:05:10,HAM,Mercedes,48.3,209,2023,Monaco,78,3337,5.0,1.0,-49.316111111118516,-55.0919444444462,12450.925555555545,73.1173375953115,00:00,25.8,0,MEDIUM
0 days 00:05:10.500000,HAM,Mercedes,48.3,192,2023,Monaco,78,3337,5.0,1.0,-36.76055555556377,-52.825277777779775,12486.65888888888,74.18815969100629,00:00,25.8,0,MEDIUM
0 days 00:05:11,HAM,Mercedes,48.3,160,2023,Monaco,78,3337,5.0,1.0,-31.871666666675083,-48.05861111111153,12506.214444444435,74.77418173342627,00:00,25.8,0,MEDIUM
0 days 00:05:11.500000,HAM,Mercedes,48.3,138,2023,Monaco,78,3337,5.0,1.0,-29.26055555556377,-44.44750000000022,12522.047777777767,75.2486598075447,00:00,25.8,0,MEDIUM
0 days 00:05:12,HAM,Mercedes,48.3,123,2023,Monaco,78,3337,5.0,1.0,-27.351666666676465,-41.56138888888927,12544.546944444433,75.92289315086704,00:00,25.8,0,MEDIUM
0 days 00:05:12.500000,HAM,Mercedes,47.4,114,2023,Monaco,78,3337,5.0,1.0,-28.59611111112281,-40.67249999999876,12563.858055555542,76.50158991775672,00:00,25.8,0,MEDIUM
0 days 00:05:13,HAM,Mercedes,47.4,107,2023,Monaco,78,3337,5.0,1.0,-31.59611111112281,-39.972499999999854,12574.558055555543,76.82223720573997,00:00,25.8,0,MEDIUM
0 days 00:05:13.500000,HAM,Mercedes,47.4,113,2023,Monaco,78,3337,5.0,1.0,-37.01833333334616,-39.5280555555546,12588.035833333319,77.22612626111234,00:00,25.8,0,MEDIUM
0 days 00:05:14,HAM,Mercedes,47.4,127,2023,Monaco,78,3337,5.0,1.0,-43.38500000001477,-40.828055555553874,12604.424722222207,77.71725268870865,00:00,25.8,0,MEDIUM
0 days 00:05:14.500000,HAM,Mercedes,47.4,152,2023,Monaco,78,3337,5.0,1.0,-49.10472222223689,-44.60194444444278,12627.166944444429,78.39876968667751,00:00,25.8,0,MEDIUM
0 days 00:05:15,HAM,Mercedes,47.4,163,2023,Monaco,78,3337,5.0,1.0,-48.43805555556901,-46.71305555555409,12645.278055555542,78.94150601005519,00:00,25.8,0,MEDIUM
0 days 00:05:15.500000,HAM,Mercedes,47.4,175,2023,Monaco,78,3337,5.0,1.0,-40.58250000001317,-48.8908333333311,12674.200277777762,79.80821929211153,00:00,25.8,0,MEDIUM
0 days 00:05:16,HAM,Mercedes,47.4,155,2023,Monaco,78,3337,5.0,1.0,-31.649166666678866,-45.69083333333219,12694.86694444443,80.42753804148724,00:00,25.8,0,MEDIUM
0 days 00:05:16.500000,HAM,Mercedes,47.4,120,2023,Monaco,78,3337,5.0,1.0,-22.26027777779018,-39.92416666666395,12716.244722222207,81.06816668331457,00:00,25.8,0,MEDIUM
0 days 00:05:17,HAM,Mercedes,47.4,98,2023,Monaco,78,3337,5.0,1.0,-18.038055555567553,-36.25749999999789,12727.133611111096,81.39447441148025,00:00,25.8,0,MEDIUM
0 days 00:05:17.500000,HAM,Mercedes,47.4,76,2023,Monaco,78,3337,5.0,1.0,-13.282500000010259,-32.21305555555409,12741.844722222208,81.83532281157349,00:00,25.8,0,MEDIUM
0 days 00:05:18,HAM,Mercedes,47.4,71,2023,Monaco,78,3337,5.0,1.0,-11.860277777788724,-31.057499999997162,12748.244722222207,82.02711184363821,00:00,25.8,0,MEDIUM
