TimeStamp,Year,GP,Session,Length_Track,Total_Laps,Temperature_Track,Air_Temperature,Compound,LapTime,Driver
0 days 01:23:49.801000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:27.905000,VER
0 days 01:25:15.964000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:26.163000,VER
0 days 01:26:41.666000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:25.702000,VER
0 days 01:28:07.716000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:26.050000,VER
0 days 01:29:33.892000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:26.176000,VER
0 days 01:31:00.729000,2023,Monza,R,5793,53,43.4,29.7,MEDIUM,0 days 00:01:26.837000,VER
0 days 01:32:27.097000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.368000,VER
0 days 01:33:53.087000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:25.990000,VER
0 days 01:35:19.692000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:26.605000,VER
0 days 01:36:46.295000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:26.603000,VER
0 days 01:38:12.938000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:26.643000,VER
0 days 01:39:39.380000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:26.442000,VER
0 days 01:41:06.046000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:26.666000,VER
0 days 01:42:33.074000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:27.028000,VER
0 days 01:43:59.856000,2023,Monza,R,5793,53,43.5,30.0,MEDIUM,0 days 00:01:26.782000,VER
0 days 01:45:26.574000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:26.718000,VER
0 days 01:46:53.307000,2023,Monza,R,5793,53,43.5,29.8,MEDIUM,0 days 00:01:26.733000,VER
0 days 01:48:19.580000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:26.273000,VER
0 days 01:49:46.018000,2023,Monza,R,5793,53,44.3,29.9,MEDIUM,0 days 00:01:26.438000,VER
0 days 01:51:16.867000,2023,Monza,R,5793,53,44.3,30.0,MEDIUM,0 days 00:01:30.849000,VER
0 days 01:53:02.527000,2023,Monza,R,5793,53,44.0,30.0,HARD,0 days 00:01:45.660000,VER
0 days 01:54:28.412000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:25.885000,VER
0 days 01:55:54.571000,2023,Monza,R,5793,53,43.6,29.9,HARD,0 days 00:01:26.159000,VER
0 days 01:57:20.898000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.327000,VER
0 days 01:58:46.812000,2023,Monza,R,5793,53,43.6,29.8,HARD,0 days 00:01:25.914000,VER
0 days 02:00:12.598000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:25.786000,VER
0 days 02:01:38.099000,2023,Monza,R,5793,53,43.0,29.9,HARD,0 days 00:01:25.501000,VER
0 days 02:03:03.533000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:25.434000,VER
0 days 02:04:29.004000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.471000,VER
0 days 02:05:54.402000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.398000,VER
0 days 02:07:19.904000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:25.502000,VER
0 days 02:08:45.314000,2023,Monza,R,5793,53,42.6,29.9,HARD,0 days 00:01:25.410000,VER
0 days 02:10:10.554000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:25.240000,VER
0 days 02:11:36.237000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:25.683000,VER
0 days 02:13:02.052000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:25.815000,VER
0 days 02:14:27.650000,2023,Monza,R,5793,53,42.5,30.0,HARD,0 days 00:01:25.598000,VER
0 days 02:15:53.333000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:25.683000,VER
0 days 02:17:18.918000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:25.585000,VER
0 days 02:18:44.404000,2023,Monza,R,5793,53,42.6,30.0,HARD,0 days 00:01:25.486000,VER
0 days 02:20:10.305000,2023,Monza,R,5793,53,42.9,30.1,HARD,0 days 00:01:25.901000,VER
0 days 02:21:36.084000,2023,Monza,R,5793,53,42.9,30.2,HARD,0 days 00:01:25.779000,VER
0 days 02:23:01.996000,2023,Monza,R,5793,53,42.5,30.3,HARD,0 days 00:01:25.912000,VER
0 days 02:24:27.990000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:25.994000,VER
0 days 02:25:53.741000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:25.751000,VER
0 days 02:27:19.657000,2023,Monza,R,5793,53,41.6,30.0,HARD,0 days 00:01:25.916000,VER
0 days 02:28:45.842000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:26.185000,VER
0 days 02:30:11.979000,2023,Monza,R,5793,53,41.2,30.1,HARD,0 days 00:01:26.137000,VER
0 days 02:31:39.214000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.235000,VER
0 days 02:33:07.121000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.907000,VER
0 days 02:34:35.514000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:28.393000,VER
0 days 02:36:03.039000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.525000,VER
0 days 02:39:24.909000,2023,Monza,R,5793,53,39.3,29.9,HARD,,VER
0 days 01:23:57.870000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:35.974000,GAS
0 days 01:25:26.566000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:28.696000,GAS
0 days 01:26:54.482000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:27.916000,GAS
0 days 01:28:21.954000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:27.472000,GAS
0 days 01:29:49.648000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:27.694000,GAS
0 days 01:31:16.972000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:27.324000,GAS
0 days 01:32:44.182000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:27.210000,GAS
0 days 01:34:11.422000,2023,Monza,R,5793,53,44.1,29.8,MEDIUM,0 days 00:01:27.240000,GAS
0 days 01:35:38.788000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:27.366000,GAS
0 days 01:37:10.822000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:32.034000,GAS
0 days 01:39:00.992000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:50.170000,GAS
0 days 01:40:28.423000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:27.431000,GAS
0 days 01:41:55.791000,2023,Monza,R,5793,53,43.7,30.1,HARD,0 days 00:01:27.368000,GAS
0 days 01:43:23.139000,2023,Monza,R,5793,53,43.5,30.0,HARD,0 days 00:01:27.348000,GAS
0 days 01:44:50.502000,2023,Monza,R,5793,53,43.9,30.0,HARD,0 days 00:01:27.363000,GAS
0 days 01:46:17.590000,2023,Monza,R,5793,53,43.5,29.8,HARD,0 days 00:01:27.088000,GAS
0 days 01:47:44.666000,2023,Monza,R,5793,53,43.5,29.7,HARD,0 days 00:01:27.076000,GAS
0 days 01:49:11.719000,2023,Monza,R,5793,53,44.3,29.9,HARD,0 days 00:01:27.053000,GAS
0 days 01:50:38.855000,2023,Monza,R,5793,53,44.4,30.0,HARD,0 days 00:01:27.136000,GAS
0 days 01:52:05.890000,2023,Monza,R,5793,53,44.3,30.0,HARD,0 days 00:01:27.035000,GAS
0 days 01:53:33.596000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:27.706000,GAS
0 days 01:55:00.815000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:27.219000,GAS
0 days 01:56:28.269000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.454000,GAS
0 days 01:57:55.329000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.060000,GAS
0 days 01:59:22.552000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.223000,GAS
0 days 02:00:50.142000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.590000,GAS
0 days 02:02:17.331000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:27.189000,GAS
0 days 02:03:44.852000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:27.521000,GAS
0 days 02:05:12.235000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:27.383000,GAS
0 days 02:06:39.893000,2023,Monza,R,5793,53,42.8,29.8,HARD,0 days 00:01:27.658000,GAS
0 days 02:08:12.097000,2023,Monza,R,5793,53,42.6,29.9,HARD,0 days 00:01:32.204000,GAS
0 days 02:09:58.817000,2023,Monza,R,5793,53,42.4,29.8,MEDIUM,0 days 00:01:46.720000,GAS
0 days 02:11:25.256000,2023,Monza,R,5793,53,42.6,29.8,MEDIUM,0 days 00:01:26.439000,GAS
0 days 02:12:52.133000,2023,Monza,R,5793,53,42.6,29.8,MEDIUM,0 days 00:01:26.877000,GAS
0 days 02:14:19.036000,2023,Monza,R,5793,53,42.5,30.0,MEDIUM,0 days 00:01:26.903000,GAS
0 days 02:15:45.833000,2023,Monza,R,5793,53,42.5,30.1,MEDIUM,0 days 00:01:26.797000,GAS
0 days 02:17:12.332000,2023,Monza,R,5793,53,42.8,30.0,MEDIUM,0 days 00:01:26.499000,GAS
0 days 02:18:38.689000,2023,Monza,R,5793,53,42.6,30.0,MEDIUM,0 days 00:01:26.357000,GAS
0 days 02:20:05.425000,2023,Monza,R,5793,53,42.8,30.0,MEDIUM,0 days 00:01:26.736000,GAS
0 days 02:21:31.973000,2023,Monza,R,5793,53,42.9,30.2,MEDIUM,0 days 00:01:26.548000,GAS
0 days 02:22:58.319000,2023,Monza,R,5793,53,42.5,30.3,MEDIUM,0 days 00:01:26.346000,GAS
0 days 02:24:24.744000,2023,Monza,R,5793,53,42.5,30.1,MEDIUM,0 days 00:01:26.425000,GAS
0 days 02:25:50.665000,2023,Monza,R,5793,53,41.7,30.0,MEDIUM,0 days 00:01:25.921000,GAS
0 days 02:27:16.423000,2023,Monza,R,5793,53,41.6,30.0,MEDIUM,0 days 00:01:25.758000,GAS
0 days 02:28:42.720000,2023,Monza,R,5793,53,41.8,30.0,MEDIUM,0 days 00:01:26.297000,GAS
0 days 02:30:09.012000,2023,Monza,R,5793,53,41.2,30.1,MEDIUM,0 days 00:01:26.292000,GAS
0 days 02:31:35.156000,2023,Monza,R,5793,53,41.2,30.0,MEDIUM,0 days 00:01:26.144000,GAS
0 days 02:33:01.444000,2023,Monza,R,5793,53,41.0,30.0,MEDIUM,0 days 00:01:26.288000,GAS
0 days 02:34:29.357000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,0 days 00:01:27.913000,GAS
0 days 02:35:56.732000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,0 days 00:01:27.375000,GAS
0 days 02:40:07.509000,2023,Monza,R,5793,53,39.3,29.9,MEDIUM,,GAS
0 days 01:23:51.702000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:29.806000,PER
0 days 01:25:18.583000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:26.881000,PER
0 days 01:26:44.726000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:26.143000,PER
0 days 01:28:10.745000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:26.019000,PER
0 days 01:29:37.099000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:26.354000,PER
0 days 01:31:03.564000,2023,Monza,R,5793,53,43.4,29.7,MEDIUM,0 days 00:01:26.465000,PER
0 days 01:32:29.897000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.333000,PER
0 days 01:33:56.784000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.887000,PER
0 days 01:35:23.348000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:26.564000,PER
0 days 01:36:49.802000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:26.454000,PER
0 days 01:38:17.047000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.245000,PER
0 days 01:39:44.015000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:26.968000,PER
0 days 01:41:11.029000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:27.014000,PER
0 days 01:42:38.480000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:27.451000,PER
0 days 01:44:05.259000,2023,Monza,R,5793,53,43.5,30.0,MEDIUM,0 days 00:01:26.779000,PER
0 days 01:45:32.082000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:26.823000,PER
0 days 01:46:59.093000,2023,Monza,R,5793,53,43.5,29.8,MEDIUM,0 days 00:01:27.011000,PER
0 days 01:48:25.858000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:26.765000,PER
0 days 01:49:52.527000,2023,Monza,R,5793,53,44.3,29.9,MEDIUM,0 days 00:01:26.669000,PER
0 days 01:51:19.036000,2023,Monza,R,5793,53,44.3,30.0,MEDIUM,0 days 00:01:26.509000,PER
0 days 01:52:49.970000,2023,Monza,R,5793,53,44.0,30.0,MEDIUM,0 days 00:01:30.934000,PER
0 days 01:54:35.198000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:45.228000,PER
0 days 01:56:00.762000,2023,Monza,R,5793,53,43.6,29.9,HARD,0 days 00:01:25.564000,PER
0 days 01:57:26.521000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:25.759000,PER
0 days 01:58:52.526000,2023,Monza,R,5793,53,43.6,29.8,HARD,0 days 00:01:26.005000,PER
0 days 02:00:18.410000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:25.884000,PER
0 days 02:01:44.866000,2023,Monza,R,5793,53,43.0,29.9,HARD,0 days 00:01:26.456000,PER
0 days 02:03:10.450000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:25.584000,PER
0 days 02:04:36.056000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.606000,PER
0 days 02:06:01.813000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.757000,PER
0 days 02:07:28.228000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.415000,PER
0 days 02:08:54.108000,2023,Monza,R,5793,53,42.6,29.9,HARD,0 days 00:01:25.880000,PER
0 days 02:10:20.128000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:26.020000,PER
0 days 02:11:46.076000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:25.948000,PER
0 days 02:13:11.727000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:25.651000,PER
0 days 02:14:37.354000,2023,Monza,R,5793,53,42.5,30.0,HARD,0 days 00:01:25.627000,PER
0 days 02:16:03.111000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:25.757000,PER
0 days 02:17:28.695000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:25.584000,PER
0 days 02:18:54.217000,2023,Monza,R,5793,53,42.6,30.0,HARD,0 days 00:01:25.522000,PER
0 days 02:20:19.843000,2023,Monza,R,5793,53,42.9,30.1,HARD,0 days 00:01:25.626000,PER
0 days 02:21:46.562000,2023,Monza,R,5793,53,42.9,30.2,HARD,0 days 00:01:26.719000,PER
0 days 02:23:13.101000,2023,Monza,R,5793,53,42.5,30.2,HARD,0 days 00:01:26.539000,PER
0 days 02:24:39.725000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:26.624000,PER
0 days 02:26:06.054000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:26.329000,PER
0 days 02:27:32.627000,2023,Monza,R,5793,53,41.6,30.0,HARD,0 days 00:01:26.573000,PER
0 days 02:28:58.225000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:25.598000,PER
0 days 02:30:24.701000,2023,Monza,R,5793,53,41.2,30.1,HARD,0 days 00:01:26.476000,PER
0 days 02:31:50.809000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:26.108000,PER
0 days 02:33:16.815000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:26.006000,PER
0 days 02:34:43.200000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:26.385000,PER
0 days 02:36:09.103000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:25.903000,PER
0 days 02:39:28.269000,2023,Monza,R,5793,53,39.3,29.9,HARD,,PER
0 days 01:23:55.236000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:33.340000,ALO
0 days 01:25:23.248000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:28.012000,ALO
0 days 01:26:50.794000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:27.546000,ALO
0 days 01:28:18.015000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:27.221000,ALO
0 days 01:29:45.048000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:27.033000,ALO
0 days 01:31:12.223000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:27.175000,ALO
0 days 01:32:39.152000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.929000,ALO
0 days 01:34:06.095000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.943000,ALO
0 days 01:35:33.478000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:27.383000,ALO
0 days 01:37:00.846000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:27.368000,ALO
0 days 01:38:28.189000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.343000,ALO
0 days 01:39:55.528000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:27.339000,ALO
0 days 01:41:22.686000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:27.158000,ALO
0 days 01:42:50.293000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:27.607000,ALO
0 days 01:44:17.222000,2023,Monza,R,5793,53,43.9,30.0,MEDIUM,0 days 00:01:26.929000,ALO
0 days 01:45:44.386000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:27.164000,ALO
0 days 01:47:11.542000,2023,Monza,R,5793,53,43.5,29.7,MEDIUM,0 days 00:01:27.156000,ALO
0 days 01:48:38.817000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:27.275000,ALO
0 days 01:50:06.135000,2023,Monza,R,5793,53,44.3,29.9,MEDIUM,0 days 00:01:27.318000,ALO
0 days 01:51:34.419000,2023,Monza,R,5793,53,44.3,30.0,MEDIUM,0 days 00:01:28.284000,ALO
0 days 01:53:06.796000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:32.377000,ALO
0 days 01:54:54.068000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:47.272000,ALO
0 days 01:56:20.917000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.849000,ALO
0 days 01:57:47.866000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.949000,ALO
0 days 01:59:14.765000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:26.899000,ALO
0 days 02:00:41.557000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:26.792000,ALO
0 days 02:02:08.223000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:26.666000,ALO
0 days 02:03:34.946000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:26.723000,ALO
0 days 02:05:01.943000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:26.997000,ALO
0 days 02:06:28.858000,2023,Monza,R,5793,53,42.8,29.8,HARD,0 days 00:01:26.915000,ALO
0 days 02:07:55.706000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.848000,ALO
0 days 02:09:22.453000,2023,Monza,R,5793,53,42.4,29.8,HARD,0 days 00:01:26.747000,ALO
0 days 02:10:49.222000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:26.769000,ALO
0 days 02:12:15.785000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.563000,ALO
0 days 02:13:42.302000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:26.517000,ALO
0 days 02:15:08.759000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:26.457000,ALO
0 days 02:16:35.139000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.380000,ALO
0 days 02:18:01.713000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.574000,ALO
0 days 02:19:28.420000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.707000,ALO
0 days 02:20:55.030000,2023,Monza,R,5793,53,42.9,30.1,HARD,0 days 00:01:26.610000,ALO
0 days 02:22:21.845000,2023,Monza,R,5793,53,42.5,30.3,HARD,0 days 00:01:26.815000,ALO
0 days 02:23:48.248000,2023,Monza,R,5793,53,42.5,30.2,HARD,0 days 00:01:26.403000,ALO
0 days 02:25:14.353000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:26.105000,ALO
0 days 02:26:40.508000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:26.155000,ALO
0 days 02:28:06.785000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:26.277000,ALO
0 days 02:29:33.238000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:26.453000,ALO
0 days 02:31:00.150000,2023,Monza,R,5793,53,41.2,30.1,HARD,0 days 00:01:26.912000,ALO
0 days 02:32:27.333000,2023,Monza,R,5793,53,41.0,30.0,HARD,0 days 00:01:27.183000,ALO
0 days 02:33:54.578000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.245000,ALO
0 days 02:35:21.938000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.360000,ALO
0 days 02:36:49.333000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.395000,ALO
0 days 02:39:09.269000,2023,Monza,R,5793,53,39.3,29.9,HARD,,ALO
0 days 01:23:50.651000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:28.755000,LEC
0 days 01:25:16.963000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:26.312000,LEC
0 days 01:26:42.682000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:25.719000,LEC
0 days 01:28:08.707000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:26.025000,LEC
0 days 01:29:34.973000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:26.266000,LEC
0 days 01:31:01.456000,2023,Monza,R,5793,53,43.4,29.7,MEDIUM,0 days 00:01:26.483000,LEC
0 days 01:32:27.929000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.473000,LEC
0 days 01:33:53.901000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:25.972000,LEC
0 days 01:35:20.579000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:26.678000,LEC
0 days 01:36:47.366000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:26.787000,LEC
0 days 01:38:14.204000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:26.838000,LEC
0 days 01:39:40.898000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:26.694000,LEC
0 days 01:41:07.455000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:26.557000,LEC
0 days 01:42:34.395000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:26.940000,LEC
0 days 01:44:01.709000,2023,Monza,R,5793,53,43.5,30.0,MEDIUM,0 days 00:01:27.314000,LEC
0 days 01:45:28.864000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:27.155000,LEC
0 days 01:46:56.534000,2023,Monza,R,5793,53,43.5,29.8,MEDIUM,0 days 00:01:27.670000,LEC
0 days 01:48:24.032000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:27.498000,LEC
0 days 01:49:51.734000,2023,Monza,R,5793,53,44.3,29.9,MEDIUM,0 days 00:01:27.702000,LEC
0 days 01:51:22.889000,2023,Monza,R,5793,53,44.3,30.0,MEDIUM,0 days 00:01:31.155000,LEC
0 days 01:53:08.731000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:45.842000,LEC
0 days 01:54:34.473000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:25.742000,LEC
0 days 01:56:00.280000,2023,Monza,R,5793,53,43.6,29.9,HARD,0 days 00:01:25.807000,LEC
0 days 01:57:26.213000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:25.933000,LEC
0 days 01:58:52.274000,2023,Monza,R,5793,53,43.6,29.8,HARD,0 days 00:01:26.061000,LEC
0 days 02:00:18.037000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:25.763000,LEC
0 days 02:01:44.271000,2023,Monza,R,5793,53,43.0,29.9,HARD,0 days 00:01:26.234000,LEC
0 days 02:03:09.934000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:25.663000,LEC
0 days 02:04:35.748000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.814000,LEC
0 days 02:06:01.530000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:25.782000,LEC
0 days 02:07:28.026000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.496000,LEC
0 days 02:08:54.895000,2023,Monza,R,5793,53,42.6,29.9,HARD,0 days 00:01:26.869000,LEC
0 days 02:10:20.857000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:25.962000,LEC
0 days 02:11:46.708000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:25.851000,LEC
0 days 02:13:12.558000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:25.850000,LEC
0 days 02:14:38.189000,2023,Monza,R,5793,53,42.5,30.0,HARD,0 days 00:01:25.631000,LEC
0 days 02:16:03.860000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:25.671000,LEC
0 days 02:17:29.440000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:25.580000,LEC
