LapNumber,Sector,Position,SectorTime,SectorSessionTime,DriverAhead,TimeAhead,DriverBehind,TimeBehind,DeltaToAhead,DeltaToBehind,HalfSecondTimestamp
44.0,1,8.0,0 days 00:00:27.386000,0 days 01:57:03.435000,18,0 days 00:00:27.358000,55,0 days 00:00:27.399000,0.028,-0.013000000000000012,0 days 01:57:03
45.0,1,12.0,0 days 00:00:27.507000,0 days 01:58:26.986000,23,0 days 00:00:27.484000,55,0 days 00:00:27.551000,0.023,-0.04400000000000004,0 days 01:58:26.500000
46.0,1,13.0,0 days 00:00:27.539000,0 days 01:59:50.749000,20,0 days 00:00:27.526000,23,0 days 00:00:27.559000,0.013,-0.020000000000000018,0 days 01:59:50.500000
47.0,1,13.0,0 days 00:00:27.509000,0 days 02:01:14.316000,55,0 days 00:00:27.456000,3,0 days 00:00:27.512000,0.053,-0.0030000000000000027,0 days 02:01:14
48.0,1,11.0,0 days 00:00:27.502000,0 days 02:02:37.985000,23,0 days 00:00:27.501000,20,0 days 00:00:27.532000,0.001,-0.030000000000000027,0 days 02:02:37.500000
49.0,1,10.0,0 days 00:00:27.457000,0 days 02:04:01.458000,77,0 days 00:00:27.443000,18,0 days 00:00:27.468000,0.014,-0.01100000000000001,0 days 02:04:01
50.0,1,10.0,0 days 00:00:27.425000,0 days 02:05:24.893000,23,0 days 00:00:27.419000,14,0 days 00:00:27.427000,0.006,-0.0020000000000000018,0 days 02:05:24.500000
51.0,1,8.0,0 days 00:00:27.432000,0 days 02:06:48.361000,10,0 days 00:00:27.415000,14,0 days 00:00:27.463000,0.017,-0.031000000000000028,0 days 02:06:48
52.0,1,9.0,0 days 00:00:27.432000,,14,0 days 00:00:27.419000,,,0.013,,
53.0,1,5.0,0 days 00:00:27.285000,0 days 02:09:35.519000,63,0 days 00:00:27.160000,1,0 days 00:00:27.394000,0.125,-0.10899999999999999,0 days 02:09:35.500000
2.0,2,1.0,0 days 00:00:29.265000,0 days 00:58:15.926000,,,81,0 days 00:00:29.311000,,-0.04600000000000004,0 days 00:58:15.500000
3.0,2,1.0,0 days 00:00:29.001000,0 days 00:59:41.030000,,,81,0 days 00:00:29.271000,,-0.27,0 days 00:59:41
4.0,2,2.0,0 days 00:00:28.883000,0 days 01:01:06.065000,81,0 days 00:00:28.825000,55,0 days 00:00:29.253000,0.058,-0.37,0 days 01:01:06
5.0,2,1.0,0 days 00:00:28.790000,0 days 01:02:30.759000,,,81,0 days 00:00:28.906000,,-0.11599999999999999,0 days 01:02:30.500000
6.0,2,3.0,0 days 00:00:28.945000,0 days 01:03:55.483000,81,0 days 00:00:28.807000,4,0 days 00:00:29.004000,0.138,-0.05900000000000005,0 days 01:03:55
7.0,2,2.0,0 days 00:00:28.701000,0 days 01:05:19.951000,81,0 days 00:00:28.574000,4,0 days 00:00:28.963000,0.127,-0.262,0 days 01:05:19.500000
8.0,2,1.0,0 days 00:00:28.771000,0 days 01:06:44.367000,,,81,0 days 00:00:28.777000,,-0.006000000000000005,0 days 01:06:44
9.0,2,2.0,0 days 00:00:28.781000,0 days 01:08:08.931000,81,0 days 00:00:28.751000,1,0 days 00:00:28.956000,0.03,-0.17500000000000004,0 days 01:08:08.500000
10.0,2,2.0,0 days 00:00:28.840000,0 days 01:09:33.325000,81,0 days 00:00:28.554000,4,0 days 00:00:28.898000,0.286,-0.05800000000000005,0 days 01:09:33
11.0,2,3.0,0 days 00:00:28.951000,0 days 01:10:57.986000,4,0 days 00:00:28.908000,1,0 days 00:00:28.990000,0.043,-0.039000000000000035,0 days 01:10:57.500000
12.0,2,4.0,0 days 00:00:28.971000,0 days 01:12:22.899000,4,0 days 00:00:28.925000,10,0 days 00:00:28.972000,0.046,-0.0010000000000000009,0 days 01:12:22.500000
13.0,2,7.0,0 days 00:00:29.177000,0 days 01:13:48.153000,27,0 days 00:00:28.990000,4,0 days 00:00:29.182000,0.187,-0.0050000000000000044,0 days 01:13:48
14.0,2,7.0,0 days 00:00:29.217000,0 days 01:15:13.749000,10,0 days 00:00:29.154000,1,0 days 00:00:29.246000,0.063,-0.029000000000000026,0 days 01:15:13.500000
17.0,2,1.0,0 days 00:00:28.730000,0 days 01:19:53.567000,,,3,0 days 00:00:28.931000,,-0.20099999999999996,0 days 01:19:53.500000
18.0,2,1.0,0 days 00:00:28.571000,0 days 01:21:17.628000,,,4,0 days 00:00:28.784000,,-0.21299999999999997,0 days 01:21:17.500000
19.0,2,1.0,0 days 00:00:28.722000,0 days 01:22:41.600000,,,3,0 days 00:00:28.841000,,-0.119,0 days 01:22:41.500000
20.0,2,1.0,0 days 00:00:28.623000,0 days 01:24:05.833000,,,4,0 days 00:00:28.773000,,-0.15000000000000002,0 days 01:24:05.500000
21.0,2,2.0,0 days 00:00:28.725000,0 days 01:25:29.701000,4,0 days 00:00:28.634000,81,0 days 00:00:28.730000,0.091,-0.0050000000000000044,0 days 01:25:29.500000
22.0,2,1.0,0 days 00:00:28.484000,0 days 01:26:53.275000,,,81,0 days 00:00:28.518000,,-0.03400000000000003,0 days 01:26:53
23.0,2,2.0,0 days 00:00:28.501000,0 days 01:28:17.140000,81,0 days 00:00:28.459000,4,0 days 00:00:28.537000,0.042,-0.03600000000000003,0 days 01:28:17
24.0,2,4.0,0 days 00:00:28.551000,0 days 01:29:40.963000,1,0 days 00:00:28.532000,4,0 days 00:00:28.596000,0.019,-0.04500000000000004,0 days 01:29:40.500000
25.0,2,3.0,0 days 00:00:28.445000,0 days 01:31:04.530000,4,0 days 00:00:28.410000,55,0 days 00:00:28.496000,0.035,-0.051000000000000045,0 days 01:31:04.500000
26.0,2,2.0,0 days 00:00:28.307000,0 days 01:32:27.958000,81,0 days 00:00:28.228000,55,0 days 00:00:28.413000,0.079,-0.10599999999999998,0 days 01:32:27.500000
27.0,2,5.0,0 days 00:00:28.412000,0 days 01:33:51.408000,1,0 days 00:00:28.388000,44,0 days 00:00:28.429000,0.024,-0.017000000000000015,0 days 01:33:51
28.0,2,3.0,0 days 00:00:28.297000,0 days 01:35:14.784000,4,0 days 00:00:28.243000,1,0 days 00:00:28.316000,0.054,-0.019000000000000017,0 days 01:35:14.500000
29.0,2,2.0,0 days 00:00:28.301000,0 days 01:36:38.071000,81,0 days 00:00:28.196000,4,0 days 00:00:28.366000,0.105,-0.06499999999999995,0 days 01:36:38
30.0,2,2.0,0 days 00:00:28.259000,0 days 01:38:01.283000,81,0 days 00:00:28.095000,1,0 days 00:00:28.392000,0.164,-0.133,0 days 01:38:01
31.0,2,5.0,0 days 00:00:28.740000,0 days 01:39:25.074000,44,0 days 00:00:28.477000,20,0 days 00:00:28.763000,0.263,-0.02300000000000002,0 days 01:39:25
32.0,2,4.0,0 days 00:00:28.382000,0 days 01:40:48.622000,1,0 days 00:00:28.364000,44,0 days 00:00:28.539000,0.018,-0.15700000000000003,0 days 01:40:48.500000
33.0,2,2.0,0 days 00:00:28.364000,0 days 01:42:11.821000,81,0 days 00:00:28.226000,55,0 days 00:00:28.435000,0.138,-0.07099999999999995,0 days 01:42:11.500000
34.0,2,2.0,0 days 00:00:28.408000,0 days 01:43:35.226000,4,0 days 00:00:28.244000,55,0 days 00:00:28.416000,0.164,-0.008000000000000007,0 days 01:43:35
35.0,2,6.0,0 days 00:00:28.512000,0 days 01:44:58.829000,1,0 days 00:00:28.491000,81,0 days 00:00:28.529000,0.021,-0.017000000000000015,0 days 01:44:58.500000
36.0,2,6.0,0 days 00:00:28.493000,0 days 01:46:22.408000,44,0 days 00:00:28.475000,81,0 days 00:00:28.503000,0.018,-0.010000000000000009,0 days 01:46:22
37.0,2,3.0,0 days 00:00:28.457000,0 days 01:47:46.055000,14,0 days 00:00:28.449000,4,0 days 00:00:28.492000,0.008,-0.03500000000000003,0 days 01:47:46
38.0,2,4.0,0 days 00:00:28.466000,0 days 01:49:09.707000,4,0 days 00:00:28.405000,14,0 days 00:00:28.537000,0.061,-0.07099999999999995,0 days 01:49:09.500000
39.0,2,5.0,0 days 00:00:28.564000,0 days 01:50:33.505000,1,0 days 00:00:28.441000,18,0 days 00:00:28.607000,0.123,-0.04300000000000004,0 days 01:50:33.500000
40.0,2,5.0,0 days 00:00:28.465000,0 days 01:51:57.075000,11,0 days 00:00:28.451000,14,0 days 00:00:28.521000,0.014,-0.05600000000000005,0 days 01:51:57
41.0,2,5.0,0 days 00:00:28.440000,0 days 01:53:20.713000,11,0 days 00:00:28.382000,27,0 days 00:00:28.476000,0.058,-0.03600000000000003,0 days 01:53:20.500000
42.0,2,5.0,0 days 00:00:28.458000,0 days 01:54:44.394000,63,0 days 00:00:28.337000,14,0 days 00:00:28.500000,0.121,-0.04200000000000004,0 days 01:54:44
43.0,2,8.0,0 days 00:00:28.558000,0 days 01:56:08.122000,18,0 days 00:00:28.496000,27,0 days 00:00:28.631000,0.062,-0.07299999999999995,0 days 01:56:08
44.0,2,6.0,0 days 00:00:28.395000,0 days 01:57:31.830000,63,0 days 00:00:28.391000,18,0 days 00:00:28.411000,0.004,-0.016000000000000014,0 days 01:57:31.500000
45.0,2,7.0,0 days 00:00:28.427000,0 days 01:58:55.413000,1,0 days 00:00:28.389000,14,0 days 00:00:28.464000,0.038,-0.03700000000000003,0 days 01:58:55
46.0,2,7.0,0 days 00:00:28.364000,0 days 02:00:19.113000,11,0 days 00:00:28.200000,14,0 days 00:00:28.365000,0.164,-0.0010000000000000009,0 days 02:00:19
47.0,2,7.0,0 days 00:00:28.426000,0 days 02:01:42.742000,14,0 days 00:00:28.327000,4,0 days 00:00:28.528000,0.099,-0.10199999999999998,0 days 02:01:42.500000
48.0,2,7.0,0 days 00:00:28.365000,0 days 02:03:06.350000,11,0 days 00:00:28.224000,14,0 days 00:00:28.373000,0.141,-0.008000000000000007,0 days 02:03:06
49.0,2,7.0,0 days 00:00:28.319000,0 days 02:04:29.777000,11,0 days 00:00:28.309000,14,0 days 00:00:28.457000,0.01,-0.138,0 days 02:04:29.500000
50.0,2,6.0,0 days 00:00:28.336000,0 days 02:05:53.229000,81,0 days 00:00:28.205000,11,0 days 00:00:28.351000,0.131,-0.015000000000000013,0 days 02:05:53
51.0,2,7.0,0 days 00:00:28.386000,0 days 02:07:16.747000,11,0 days 00:00:28.337000,20,0 days 00:00:28.449000,0.049,-0.06299999999999994,0 days 02:07:16.500000
52.0,2,7.0,0 days 00:00:28.471000,0 days 02:08:40.387000,77,0 days 00:00:28.419000,20,0 days 00:00:28.525000,0.052,-0.05400000000000005,0 days 02:08:40
53.0,2,6.0,0 days 00:00:28.302000,0 days 02:10:03.821000,55,0 days 00:00:28.237000,14,0 days 00:00:28.394000,0.065,-0.09199999999999997,0 days 02:10:03.500000
2.0,3,4.0,0 days 00:00:28.424000,0 days 00:58:44.350000,55,0 days 00:00:28.403000,44,0 days 00:00:28.588000,0.021,-0.16400000000000003,0 days 00:58:44
3.0,3,5.0,0 days 00:00:28.499000,0 days 01:00:09.529000,44,0 days 00:00:28.447000,27,0 days 00:00:28.518000,0.052,-0.019000000000000017,0 days 01:00:09.500000
4.0,3,3.0,0 days 00:00:28.274000,0 days 01:01:34.339000,81,0 days 00:00:28.198000,55,0 days 00:00:28.398000,0.076,-0.124,0 days 01:01:34
5.0,3,3.0,0 days 00:00:28.183000,0 days 01:02:58.942000,81,0 days 00:00:28.052000,44,0 days 00:00:28.186000,0.131,-0.0030000000000000027,0 days 01:02:58.500000
6.0,3,3.0,0 days 00:00:28.122000,0 days 01:04:23.605000,4,0 days 00:00:28.014000,44,0 days 00:00:28.141000,0.108,-0.019000000000000017,0 days 01:04:23.500000
7.0,3,2.0,0 days 00:00:28.088000,0 days 01:05:48.039000,4,0 days 00:00:27.981000,81,0 days 00:00:28.106000,0.107,-0.018000000000000016,0 days 01:05:48
8.0,3,5.0,0 days 00:00:28.241000,0 days 01:07:12.608000,1,0 days 00:00:28.170000,44,0 days 00:00:28.291000,0.071,-0.050000000000000044,0 days 01:07:12.500000
9.0,3,3.0,0 days 00:00:28.039000,0 days 01:08:36.970000,4,0 days 00:00:28.008000,55,0 days 00:00:28.160000,0.031,-0.121,0 days 01:08:36.500000
10.0,3,3.0,0 days 00:00:28.077000,0 days 01:10:01.402000,4,0 days 00:00:27.953000,1,0 days 00:00:28.136000,0.124,-0.05900000000000005,0 days 01:10:01
11.0,3,7.0,0 days 00:00:28.262000,0 days 01:11:26.248000,55,0 days 00:00:28.221000,27,0 days 00:00:28.363000,0.041,-0.10099999999999998,0 days 01:11:26
12.0,3,5.0,0 days 00:00:28.265000,0 days 01:12:51.164000,10,0 days 00:00:28.233000,11,0 days 00:00:28.268000,0.032,-0.0030000000000000027,0 days 01:12:51
13.0,3,11.0,0 days 00:00:28.540000,0 days 01:14:16.693000,44,0 days 00:00:28.506000,31,0 days 00:00:28.616000,0.034,-0.07599999999999996,0 days 01:14:16.500000
14.0,3,10.0,0 days 00:00:28.550000,0 days 01:15:42.299000,44,0 days 00:00:28.547000,77,0 days 00:00:28.621000,0.003,-0.07099999999999995,0 days 01:15:42
17.0,3,1.0,0 days 00:00:28.082000,0 days 01:20:21.649000,,,63,0 days 00:00:28.100000,,-0.018000000000000016,0 days 01:20:21.500000
18.0,3,3.0,0 days 00:00:27.896000,0 days 01:21:45.524000,4,0 days 00:00:27.748000,44,0 days 00:00:28.083000,0.148,-0.18700000000000006,0 days 01:21:45.500000
19.0,3,4.0,0 days 00:00:28.127000,0 days 01:23:09.727000,81,0 days 00:00:28.030000,43,0 days 00:00:28.276000,0.097,-0.14900000000000002,0 days 01:23:09.500000
20.0,3,2.0,0 days 00:00:27.720000,0 days 01:24:33.553000,4,0 days 00:00:27.646000,81,0 days 00:00:27.745000,0.074,-0.025000000000000022,0 days 01:24:33.500000
21.0,3,2.0,0 days 00:00:27.732000,0 days 01:25:57.433000,4,0 days 00:00:27.699000,81,0 days 00:00:27.735000,0.033,-0.0030000000000000027,0 days 01:25:57
22.0,3,3.0,0 days 00:00:27.926000,0 days 01:27:21.201000,81,0 days 00:00:27.682000,55,0 days 00:00:27.997000,0.244,-0.07099999999999995,0 days 01:27:21
23.0,3,4.0,0 days 00:00:27.925000,0 days 01:28:45.065000,44,0 days 00:00:27.827000,55,0 days 00:00:28.027000,0.098,-0.10199999999999998,0 days 01:28:45
24.0,3,5.0,0 days 00:00:27.742000,0 days 01:30:08.705000,44,0 days 00:00:27.730000,1,0 days 00:00:27.762000,0.012,-0.020000000000000018,0 days 01:30:08.500000
25.0,3,6.0,0 days 00:00:27.765000,0 days 01:31:32.295000,44,0 days 00:00:27.739000,11,0 days 00:00:27.908000,0.026,-0.14300000000000002,0 days 01:31:32
26.0,3,5.0,0 days 00:00:27.658000,0 days 01:32:55.616000,55,0 days 00:00:27.646000,63,0 days 00:00:27.673000,0.012,-0.015000000000000013,0 days 01:32:55.500000
27.0,3,6.0,0 days 00:00:27.742000,0 days 01:34:19.150000,63,0 days 00:00:27.705000,55,0 days 00:00:27.754000,0.037,-0.01200000000000001,0 days 01:34:19
28.0,3,6.0,0 days 00:00:27.650000,0 days 01:35:42.434000,63,0 days 00:00:27.599000,11,0 days 00:00:27.653000,0.051,-0.0030000000000000027,0 days 01:35:42
29.0,3,6.0,0 days 00:00:27.592000,0 days 01:37:05.663000,63,0 days 00:00:27.584000,11,0 days 00:00:27.595000,0.008,-0.0030000000000000027,0 days 01:37:05.500000
30.0,3,8.0,0 days 00:00:27.739000,0 days 01:38:29.022000,55,0 days 00:00:27.624000,14,0 days 00:00:28.226000,0.115,-0.487,0 days 01:38:29
31.0,3,8.0,0 days 00:00:27.920000,0 days 01:39:52.994000,63,0 days 00:00:27.757000,20,0 days 00:00:28.183000,0.163,-0.263,0 days 01:39:52.500000
32.0,3,5.5,0 days 00:00:27.646000,0 days 01:41:16.268000,,,,,,,0 days 01:41:16
33.0,3,6.0,0 days 00:00:27.673000,0 days 01:42:39.494000,44,0 days 00:00:27.624000,10,0 days 00:00:28.062000,0.049,-0.389,0 days 01:42:39
34.0,3,7.0,0 days 00:00:27.698000,0 days 01:44:02.924000,11,0 days 00:00:27.667000,27,0 days 00:00:27.800000,0.031,-0.10199999999999998,0 days 01:44:02.500000
35.0,3,7.0,0 days 00:00:27.776000,0 days 01:45:26.605000,1,0 days 00:00:27.628000,27,0 days 00:00:27.835000,0.148,-0.05900000000000005,0 days 01:45:26.500000
36.0,3,8.0,0 days 00:00:27.911000,0 days 01:46:50.319000,81,0 days 00:00:27.814000,20,0 days 00:00:27.928000,0.097,-0.017000000000000015,0 days 01:46:50
37.0,3,8.0,0 days 00:00:27.814000,0 days 01:48:13.869000,20,0 days 00:00:27.759000,14,0 days 00:00:27.824000,0.055,-0.010000000000000009,0 days 01:48:13.500000
38.0,3,6.0,0 days 00:00:27.786000,0 days 01:49:37.493000,55,0 days 00:00:27.678000,14,0 days 00:00:27.838000,0.108,-0.052000000000000046,0 days 01:49:37
39.0,3,6.0,0 days 00:00:27.706000,0 days 01:51:01.211000,1,0 days 00:00:27.627000,55,0 days 00:00:27.724000,0.079,-0.018000000000000016,0 days 01:51:01
40.0,3,10.0,0 days 00:00:27.826000,0 days 01:52:24.901000,4,0 days 00:00:27.770000,20,0 days 00:00:27.968000,0.056,-0.14200000000000002,0 days 01:52:24.500000
41.0,3,7.0,0 days 00:00:27.799000,0 days 01:53:48.512000,27,0 days 00:00:27.668000,14,0 days 00:00:27.883000,0.131,-0.08399999999999996,0 days 01:53:48.500000
42.0,3,8.0,0 days 00:00:27.788000,0 days 01:55:12.182000,14,0 days 00:00:27.774000,18,0 days 00:00:27.813000,0.014,-0.025000000000000022,0 days 01:55:12
43.0,3,10.0,0 days 00:00:27.927000,0 days 01:56:36.049000,55,0 days 00:00:27.848000,11,0 days 00:00:27.943000,0.079,-0.016000000000000014,0 days 01:56:36
44.0,3,8.0,0 days 00:00:27.649000,0 days 01:57:59.479000,27,0 days 00:00:27.548000,14,0 days 00:00:27.672000,0.101,-0.02300000000000002,0 days 01:57:59
45.0,3,10.0,0 days 00:00:27.797000,0 days 01:59:23.210000,27,0 days 00:00:27.773000,20,0 days 00:00:27.866000,0.024,-0.06899999999999995,0 days 01:59:23
46.0,3,8.0,0 days 00:00:27.694000,0 days 02:00:46.807000,14,0 days 00:00:27.506000,27,0 days 00:00:27.704000,0.188,-0.010000000000000009,0 days 02:00:46.500000
47.0,3,7.0,0 days 00:00:27.741000,0 days 02:02:10.483000,11,0 days 00:00:27.534000,20,0 days 00:00:27.762000,0.207,-0.02100000000000002,0 days 02:02:10
48.0,3,8.0,0 days 00:00:27.651000,0 days 02:03:34.001000,11,0 days 00:00:27.610000,20,0 days 00:00:27.680000,0.041,-0.029000000000000026,0 days 02:03:34
49.0,3,7.0,0 days 00:00:27.691000,0 days 02:04:57.468000,14,0 days 00:00:27.683000,81,0 days 00:00:27.716000,0.008,-0.025000000000000022,0 days 02:04:57
50.0,3,8.0,0 days 00:00:27.700000,0 days 02:06:20.929000,14,0 days 00:00:27.672000,55,0 days 00:00:27.706000,0.028,-0.006000000000000005,0 days 02:06:20.500000
51.0,3,9.0,0 days 00:00:27.737000,0 days 02:07:44.484000,11,0 days 00:00:27.694000,55,0 days 00:00:27.753000,0.043,-0.016000000000000014,0 days 02:07:44
52.0,3,13.0,0 days 00:00:27.847000,0 days 02:09:08.234000,23,0 days 00:00:27.822000,31,0 days 00:00:27.962000,0.025,-0.11499999999999999,0 days 02:09:08
53.0,3,6.0,0 days 00:00:27.681000,0 days 02:10:31.502000,63,0 days 00:00:27.569000,43,0 days 00:00:27.698000,0.112,-0.017000000000000015,0 days 02:10:31.500000
